gene_id	product	protein_id
437	IUM83_02134	Bidirectional sugar transporter SWEET1b	KAG6623657.1
438	IUM83_02135	hypothetical protein	KAG6624026.1
439	IUM83_02136	glycosyl hydrolase family 17-like protein	KAG6623502.1
440	IUM83_02137	Autophagy protein 5	KAG6623658.1
441	IUM83_02138	stip1 homology and u-box containing protein e3 ubiquitin protein ligase	KAG6623656.1
442	IUM83_02139	hypothetical protein	KAG6623789.1
443	IUM83_02140	Ankyrin repeat-containing protein	KAG6623898.1
444	IUM83_02141	hypothetical protein	KAG6623925.1
445	IUM83_02142	putative serine protease family S54	KAG6623926.1
446	IUM83_02143	ankyrin repeat, PH and SEC7 domain containing protein secG-like	KAG6623899.1
447	IUM83_02144	necrosis inducing-like protein NPP1 type	KAG6623732.1
448	IUM83_02145	hypothetical protein	KAG6623924.1
449	IUM83_02146	Cobalamin synthesis protein	KAG6623874.1
450	IUM83_02147	hypothetical protein	KAG6623628.1
451	IUM83_02148	CRN-like protein	KAG6623627.1
452	IUM83_02149	putative chromodomain protein	KAG6623735.1
453	IUM83_02150	Multiple inositol polyphosphate phosphatase	KAG6623635.1
454	IUM83_02151	ankyrin repeat protein	KAG6623636.1
455	IUM83_02152	hypothetical protein	KAG6623633.1
456	IUM83_02153	hypothetical protein	KAG6623634.1
457	IUM83_02154	hypothetical protein	KAG6623930.1
458	IUM83_02155	hypothetical protein	KAG6623640.1
459	IUM83_02156	hypothetical protein	KAG6623637.1
460	IUM83_02157	Phospholipase D	KAG6623639.1
461	IUM83_02158	Carbohydrate-binding protein	KAG6623632.1
462	IUM83_02159	Glycosyl transferase	KAG6624022.1
463	IUM83_02160	Adenylate cyclase	KAG6623912.1
464	IUM83_02161	Adenylate cyclase	KAG6623911.1
465	IUM83_02162	Adenylate cyclase	KAG6623910.1
466	IUM83_02163	ATP-dependent RNA helicase	KAG6623909.1
467	IUM83_02164	Adenylate cyclase	KAG6623915.1
468	IUM83_02165	hypothetical protein	KAG6623914.1
469	IUM83_02166	hypothetical protein	KAG6623767.1
470	IUM83_02167	putative transmembrane protein	KAG6623913.1
471	IUM83_02168	Adenylate cyclase	KAG6623770.1
472	IUM83_02169	Adenylate cyclase	KAG6623769.1
473	IUM83_02170	RNA-dependent RNA polymerase1 (RDR1)	KAG6623857.1
474	IUM83_02171	RNA-dependent RNA polymerase 2	KAG6623858.1
475	IUM83_02172	Small cellulose binding protein	KAG6623859.1
476	IUM83_02173	Small cellulose binding protein	KAG6623619.1
477	IUM83_02174	putative glycoside hydrolase	KAG6623860.1
478	IUM83_02175	Glycoside hydrolase	KAG6623861.1
479	IUM83_02176	hypothetical protein	KAG6623809.1
480	IUM83_02177	king tubby 1 protein	KAG6623862.1
481	IUM83_02178	SsrA-binding protein	KAG6623620.1
482	IUM83_02179	Rab5 family GTPase	KAG6623621.1
483	IUM83_02180	cellulose binding domain-containing protein	KAG6623902.1
484	IUM83_02181	Secreted RxLR effector peptide protein	KAG6623901.1
485	IUM83_02182	ABC transporter F family member 3	KAG6623904.1
486	IUM83_02183	hypothetical protein	KAG6623903.1
487	IUM83_02184	Serine protease family S09X	KAG6623906.1
488	IUM83_02185	glycerol-3-phosphate dehydrogenase (NAD(+))	KAG6623905.1
489	IUM83_02186	Glycerol-3-phosphate dehydrogenase (NAD(+))	KAG6623908.1
490	IUM83_02187	DNA polymerase	KAG6623907.1
491	IUM83_02188	Alkyldihydroxyacetonephosphate synthase, peroxisomal	KAG6623629.1
492	IUM83_02189	hypothetical protein	KAG6623900.1
493	IUM83_02190	calmodulin-regulated spectrin-associated protein 3	KAG6623608.1
494	IUM83_02191	ribosomal RNA large subunit methyltransferase J	KAG6623609.1
495	IUM83_02192	putative glyoxylate reductase/hydroxypyruvate reductase	KAG6623607.1
496	IUM83_02193	hypothetical protein	KAG6623704.1
497	IUM83_02194	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B isoform X1	KAG6623605.1
498	IUM83_02195	hypothetical protein	KAG6623606.1
499	IUM83_02196	TKL protein kinase	KAG6623603.1
500	IUM83_02197	hypothetical protein	KAG6623604.1
501	IUM83_02198	hypothetical protein	KAG6623601.1
502	IUM83_02199	putative membrane protein	KAG6623602.1
503	IUM83_02200	reverse transcriptase	KAG6623865.1
504	IUM83_02201	reverse transcriptase	KAG6623866.1
505	IUM83_02202	reverse transcriptase	KAG6623720.1
506	IUM83_02203	hypothetical protein	KAG6623721.1
507	IUM83_02204	polyprotein	KAG6623849.1
508	IUM83_02205	reverse transcriptase	KAG6623867.1
509	IUM83_02206	reverse transcriptase	KAG6623916.1
510	IUM83_02207	reverse transcriptase	KAG6623917.1
511	IUM83_02208	hypothetical protein	KAG6623718.1
512	IUM83_02209	Retroelement pol Polyprotein	KAG6623864.1
513	IUM83_02210	hypothetical protein	KAG6623570.1
514	IUM83_02212	Gag protein	KAG6624032.1
515	IUM83_02213	hypothetical protein	KAG6623873.1
516	IUM83_02214	Pol Polyprotein	KAG6624029.1
517	IUM83_02215	Integrase, catalytic core protein	KAG6623872.1
518	IUM83_02216	hypothetical protein	KAG6624031.1
519	IUM83_02217	Histone-lysine N-methyltransferase	KAG6623569.1
520	IUM83_02218	Histone-lysine N-methyltransferase	KAG6624033.1
521	IUM83_02219	hypothetical protein	KAG6623688.1
522	IUM83_02220	hypothetical protein	KAG6623801.1
523	IUM83_02221	TKL protein kinase	KAG6623802.1
524	IUM83_02222	Phosphatidylinositol-4-phosphate 5-kinase	KAG6623803.1
525	IUM83_02223	Extended synaptotagmin-3	KAG6623841.1
526	IUM83_02224	ankyrin repeat-containing protein	KAG6623804.1
527	IUM83_02225	Extended synaptotagmin-3	KAG6623747.1
528	IUM83_02226	ThiJ/PfpI family protein	KAG6623717.1
529	IUM83_02227	1-phosphatidylinositol 3-phosphate 5-kinase FAB1	KAG6623805.1
530	IUM83_02228	1-phosphatidylinositol 3-phosphate 5-kinase FAB1	KAG6623750.1
531	IUM83_02229	trna uridine 5-carboxymethylaminomethyl modification enzyme	KAG6623751.1
532	IUM83_02230	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	KAG6623722.1
533	IUM83_02231	ATP-binding Cassette (ABC) Superfamily	KAG6623545.1
534	IUM83_02232	hypothetical protein	KAG6623544.1
535	IUM83_02233	hypothetical protein	KAG6623543.1
536	IUM83_02234	LAG1 longevity assurance	KAG6623473.1
537	IUM83_02235	LAG1 longevity assurance	KAG6623546.1
538	IUM83_02236	LAG1 longevity assurance	KAG6623724.1
539	IUM83_02237	ARS-binding protein 1	KAG6623723.1
540	IUM83_02238	LAG1 longevity assurance	KAG6623487.1
541	IUM83_02239	Sulfatase protein	KAG6623547.1
542	IUM83_02240	Glyoxylate reductase/hydroxypyruvate reductase	KAG6623673.1
543	IUM83_02241	Glyoxylate reductase/hydroxypyruvate reductase	KAG6623674.1
544	IUM83_02242	hypothetical protein	KAG6623672.1
545	IUM83_02243	hypothetical protein	KAG6623891.1
546	IUM83_02244	Transmembrane protein	KAG6623671.1
547	IUM83_02245	Transmembrane protein	KAG6623983.1
548	IUM83_02246	putative transmembrane protein	KAG6623890.1
549	IUM83_02247	putative 12-oxophytodienoate reductase	KAG6623670.1
550	IUM83_02248	putative 12-oxophytodienoate reductase	KAG6623594.1
551	IUM83_02249	putative 12-oxophytodienoate reductase	KAG6623684.1
552	IUM83_02250	Neutral ceramidase	KAG6623976.1
553	IUM83_02251	hypothetical protein	KAG6623532.1
554	IUM83_02252	hypothetical protein	KAG6623977.1
555	IUM83_02253	dihydroorotase, homodimeric type	KAG6623592.1
556	IUM83_02254	hypothetical protein	KAG6623488.1
557	IUM83_02255	hypothetical protein	KAG6623486.1
558	IUM83_02256	ricin B lectin-like protein	KAG6623593.1
559	IUM83_02257	CRN2-like protein	KAG6623980.1
560	IUM83_02258	DNA/RNA polymerase	KAG6623533.1
561	IUM83_02259	Eukaryotic/viral aspartic protease, active site	KAG6623677.1
562	IUM83_02260	putative secreted RxLR effector protein	KAG6623877.1
563	IUM83_02261	atpase family aaa domain-containing protein 3-b-like	KAG6623705.1
564	IUM83_02262	ATLS1-like light-inducible protein	KAG6623708.1
565	IUM83_02263	Gag-pol Polyprotein	KAG6623878.1
566	IUM83_02264	hypothetical protein	KAG6623840.1
567	IUM83_06201	Condensin complex subunit	KAG6623365.1
568	IUM83_06202	Replication protein A 32 kDa subunit	KAG6623363.1
569	IUM83_06203	putative pleiotropic drug resistance protein	KAG6623212.1
570	IUM83_06204	Eukaryotic/viral aspartic protease	KAG6623362.1
571	IUM83_06205	Retrovirus Polyprotein	KAG6623426.1
572	IUM83_06206	hypothetical protein	KAG6623360.1
573	IUM83_06207	hypothetical protein	KAG6623361.1
574	IUM83_06208	RxLR-like protein	KAG6623366.1
575	IUM83_06209	RAN GTPase-activating protein 1	KAG6623404.1
576	IUM83_06210	TFIIH basal transcription factor complex helicase XPB subunit	KAG6623216.1
577	IUM83_06211	hypothetical protein	KAG6623408.1
578	IUM83_06212	Integrase catalytic core protein	KAG6623256.1
579	IUM83_06213	Retrovirus-related Pol polyprotein from transposon TNT 1-94	KAG6623409.1
580	IUM83_06214	Copia protein	KAG6623218.1
581	IUM83_06215	Retrovirus-related Pol polyprotein from transposon TNT 1-94	KAG6623217.1
582	IUM83_06216	putative integrase	KAG6623220.1
583	IUM83_06217	Copia protein	KAG6623219.1
584	IUM83_06218	putative integrase	KAG6623222.1
585	IUM83_06219	Integrase catalytic core protein	KAG6623221.1
586	IUM83_06220	Copia protein	KAG6623397.1
587	IUM83_06221	Retrovirus-related Pol polyprotein from transposon TNT 1-94	KAG6623354.1
588	IUM83_06222	Integrase catalytic core protein	KAG6623232.1
589	IUM83_06223	hypothetical protein	KAG6623369.1
590	IUM83_06224	CAMK/CAMK1 protein kinase	KAG6623367.1
591	IUM83_06225	Transmembrane protein	KAG6623352.1
592	IUM83_06226	hypothetical protein	KAG6623368.1
593	IUM83_06227	Aconitate hydratase, mitochondrial	KAG6623353.1
594	IUM83_06228	hypothetical protein	KAG6623350.1
595	IUM83_06229	Eukaryotic/viral aspartic protease	KAG6623351.1
596	IUM83_06230	hypothetical protein	KAG6623203.1
597	IUM83_06231	Structural maintenance of chromosomes protein 3	KAG6623201.1
598	IUM83_06232	Phosphorylated CTD interacting factor 1, WW domain	KAG6623200.1
599	IUM83_06233	60S ribosomal protein	KAG6623199.1
600	IUM83_06234	dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit	KAG6623198.1
601	IUM83_06235	ribosomal protein L7/L12	KAG6623197.1
602	IUM83_06236	Mitochondrial inner membrane protease ATP23	KAG6623196.1
603	IUM83_06237	protein fam206a-like	KAG6623195.1
604	IUM83_06238	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta	KAG6623194.1
605	IUM83_06239	Reticulon-4-interacting protein 1	KAG6623193.1
606	IUM83_06240	Mitochondrial Carrier (MC) Family	KAG6623340.1
607	IUM83_06241	WD repeat-containing protein 19	KAG6623341.1
608	IUM83_06242	ribonuclease H2 subunit A	KAG6623338.1
609	IUM83_06243	Dual specificity phosphatase	KAG6623339.1
610	IUM83_06244	polynucleotide kinase 3'-phosphatase	KAG6623345.1
611	IUM83_06245	Tetratricopeptide TPR1	KAG6623346.1
612	IUM83_06246	HSP90 co-chaperone CPR7/Cyclophilin	KAG6623343.1
613	IUM83_06247	AGC/AKT protein kinase	KAG6623344.1
614	IUM83_06248	Lysosomal beta glucosidase	KAG6623335.1
615	IUM83_06249	putative phospholipase	KAG6623336.1
616	IUM83_06250	hypothetical protein	KAG6623185.1
617	IUM83_06251	CCT domain	KAG6623184.1
618	IUM83_06252	CMGC/CDK/CDC2 protein kinase	KAG6623187.1
619	IUM83_06253	hypothetical protein	KAG6623186.1
620	IUM83_06254	Mitochondrial fission process protein 1	KAG6623181.1
621	IUM83_06255	Phosphoglycerate mutase family	KAG6623180.1
622	IUM83_06256	hypothetical protein	KAG6623183.1
623	IUM83_06257	Phosphoglycerate mutase	KAG6623182.1
624	IUM83_06258	Phosphoglycerate mutase family	KAG6623189.1
625	IUM83_06259	Alkaline phosphatase	KAG6623188.1
626	IUM83_06260	Alkaline phosphatase	KAG6623326.1
627	IUM83_06261	trimeric autotransporter adhesin Hada	KAG6623327.1
628	IUM83_06262	Pol Polyprotein	KAG6623328.1
629	IUM83_06263	hypothetical protein	KAG6623255.1
630	IUM83_06264	hypothetical protein	KAG6623329.1
631	IUM83_06265	hypothetical protein	KAG6623330.1
632	IUM83_06266	hypothetical protein	KAG6623331.1
633	IUM83_06267	hypothetical protein	KAG6623332.1
634	IUM83_06268	hypothetical protein	KAG6623333.1
635	IUM83_06269	protein transporter Sec61 subunit alpha isoform 2	KAG6623334.1
636	IUM83_06270	hypothetical protein	KAG6623165.1
637	IUM83_06271	Structural maintenance of chromosomes protein	KAG6623163.1
638	IUM83_06272	outer membrane protein PmpB	KAG6623162.1
639	IUM83_06273	histone-lysine N-methyltransferase CG1716	KAG6623161.1
640	IUM83_06274	Endocytosis protein RME-8, contains DnaJ domain	KAG6623170.1
641	IUM83_06275	Transmembrane protein	KAG6623169.1
642	IUM83_06276	inward rectifier K channel (IRK-C) family protein	KAG6623168.1
643	IUM83_06277	putative cysteine protease family C15	KAG6623167.1
644	IUM83_06278	La-related protein 4	KAG6623172.1
645	IUM83_06279	zinc finger bed domain-containing protein 1-like	KAG6623171.1
646	IUM83_06280	hypothetical protein	KAG6623320.1
647	IUM83_06281	hypothetical protein	KAG6623321.1
648	IUM83_06282	Rhodanese-like domain	KAG6623317.1
649	IUM83_06283	Poly(A) RNA polymerase	KAG6623319.1
650	IUM83_06284	rna binding	KAG6623315.1
651	IUM83_06285	putative GPI mannosyltransferase	KAG6623316.1
652	IUM83_06286	putative vacuolar protein sorting-associated protein	KAG6623312.1
653	IUM83_06287	Der1-like family	KAG6623314.1
654	IUM83_06288	Long chain acyl-CoA synthetase 7	KAG6623309.1
655	IUM83_06289	RNA polymerase Rpb3/Rpb11 dimeriZation domain-containing protein	KAG6623311.1
656	IUM83_06290	uv radiation resistance associated protein	KAG6623450.1
657	IUM83_06291	pepsin-like aspartic protease A1	KAG6623435.1
658	IUM83_06292	hypothetical protein	KAG6623453.1
659	IUM83_06293	Spliceosome subunit	KAG6623451.1
660	IUM83_06294	calpain-like cysteine protease C2	KAG6623455.1
661	IUM83_06295	S-adenosyl-L-methionine-dependent methyltransferase	KAG6623454.1
662	IUM83_06296	hypothetical protein	KAG6623457.1
663	IUM83_06297	hypothetical protein	KAG6623456.1
664	IUM83_06298	putative patatin-like phospholipase	KAG6623449.1
665	IUM83_06299	OHCU decarboxylase	KAG6623448.1
666	IUM83_06300	hypothetical protein	KAG6623306.1
667	IUM83_06301	Transcription initiation factor TFIID subunit 11	KAG6623307.1
668	IUM83_06302	TKL protein kinase	KAG6623301.1
669	IUM83_06303	putative protein kinase	KAG6623300.1
670	IUM83_06304	transposon expressed	KAG6623299.1
671	IUM83_06305	F-box protein	KAG6623298.1
672	IUM83_06306	F-box protein	KAG6623305.1
673	IUM83_06307	hypothetical protein	KAG6623297.1
674	IUM83_06308	Copper transport protein ATOX1	KAG6623233.1
675	IUM83_06309	F-box protein	KAG6623296.1
676	IUM83_06310	Aspartyl/Asparaginyl beta-hydroxylase	KAG6623402.1
677	IUM83_06311	DNA replication complex GINS protein psf3	KAG6623372.1
678	IUM83_06312	Integrator complex subunit	KAG6623373.1
679	IUM83_06313	hypothetical protein	KAG6623374.1
680	IUM83_06314	sporangia induced dynein heavy chain	KAG6623276.1
681	IUM83_06315	E3 ubiquitin-protein ligase TRIM4	KAG6623439.1
682	IUM83_06316	papain-like cysteine protease C1	KAG6623370.1
683	IUM83_06317	Mitochondrial 39-S ribosomal protein L47	KAG6623440.1
684	IUM83_06318	F-box protein	KAG6623438.1
685	IUM83_06319	Lathosterol oxidase	KAG6623442.1
686	IUM83_06320	OHCU decarboxylase	KAG6623303.1
687	IUM83_06321	UDP-N-acetylhexosamine pyrophosphorylase	KAG6623213.1
688	IUM83_06322	Pre-mRNA-splicing factor SF2	KAG6623383.1
689	IUM83_06323	Folate-Biopterin Transporter (FBT) Family	KAG6623382.1
690	IUM83_06324	putative fluoride ion transporter CrcB	KAG6623214.1
691	IUM83_06325	Bromodomain and WD repeat-containing protein 1	KAG6623304.1
692	IUM83_06326	autotransporter domain-containing protein	KAG6623223.1
693	IUM83_06327	Bromodomain and WD repeat-containing protein 1	KAG6623437.1
694	IUM83_06328	hypothetical protein	KAG6623225.1
695	IUM83_06329	NADH:ubiquinone oxidoreductase, NDUFA6/B14 subunit	KAG6623224.1
696	IUM83_06330	Lateral signaling target protein 2	KAG6623447.1
697	IUM83_06331	hypothetical protein	KAG6623349.1
698	IUM83_06332	Major Facilitator Superfamily (MFS)	KAG6623411.1
699	IUM83_06333	Major Facilitator Superfamily (MFS)	KAG6623412.1
700	IUM83_06334	guanylate-binding protein	KAG6623280.1
701	IUM83_06335	guanylate-binding protein	KAG6623445.1
702	IUM83_06336	hypothetical protein	KAG6623347.1
703	IUM83_06337	Major Facilitator Superfamily (MFS)	KAG6623348.1
704	IUM83_06338	Major Facilitator Superfamily (MFS)	KAG6623422.1
705	IUM83_06339	putative telomere binding protein	KAG6623394.1
706	IUM83_06340	putative autophagy-related protein	KAG6623175.1
707	IUM83_06341	ABCG transporter ABC Superfamily	KAG6623174.1
708	IUM83_06342	hypothetical protein	KAG6623281.1
709	IUM83_06343	ubiquitin-conjugating enzyme e2 t-like	KAG6623173.1
710	IUM83_06344	AGC protein kinase	KAG6623178.1
711	IUM83_06345	hypothetical protein	KAG6623177.1
712	IUM83_06346	Drug/Metabolite Transporter (DMT) Superfamily	KAG6623176.1
713	IUM83_06347	Drug/Metabolite Transporter (DMT) Superfamily	KAG6623282.1
714	IUM83_06348	Drug/Metabolite Transporter (DMT) Superfamily	KAG6623227.1
715	IUM83_06349	Drug/Metabolite transporter (DMT) Superfamily	KAG6623393.1
716	IUM83_06350	Transmembrane protein 56-B	KAG6623228.1
717	IUM83_06351	Histamine oxidase	KAG6623395.1
718	IUM83_06352	Amino acid/polyamine transporter	KAG6623229.1
719	IUM83_06353	Amino acid/polyamine transporter	KAG6623396.1
720	IUM83_06354	Histamine oxidase	KAG6623427.1
721	IUM83_06355	Histamine oxidase	KAG6623231.1
722	IUM83_06356	Cytochrome P450	KAG6623399.1
723	IUM83_06357	Cytochrome p450	KAG6623428.1
724	IUM83_06358	putative cytochrome P450	KAG6623429.1
725	IUM83_06359	Alpha-1,2 glucosyltransferase/transcriptional activator	KAG6623244.1
726	IUM83_06360	hypothetical protein	KAG6623265.1
727	IUM83_06361	hypothetical protein	KAG6623358.1
728	IUM83_06362	hypothetical protein	KAG6623266.1
729	IUM83_06363	putative secreted RxLR effector protein	KAG6623290.1
730	IUM83_06364	Alkylated DNA repair protein alkB 8	KAG6623243.1
731	IUM83_06365	kinesin-like protein	KAG6623263.1
732	IUM83_06366	hsp70-like protein	KAG6623264.1
733	IUM83_06367	adenylate kinase	KAG6623289.1
734	IUM83_06368	COMM domain-containing protein 2	KAG6623291.1
735	IUM83_06369	Catalase/peroxidase HPI	KAG6623267.1
736	IUM83_06370	Transmembrane protein	KAG6623432.1
737	IUM83_06371	hypothetical protein	KAG6623433.1
738	IUM83_06372	FACT complex subunit spt16	KAG6623381.1
739	IUM83_06373	hypothetical protein	KAG6623286.1
740	IUM83_06374	bZIP transcription factor 1	KAG6623434.1
741	IUM83_06375	hypothetical protein	KAG6623288.1
742	IUM83_06376	hypothetical protein	KAG6623287.1
743	IUM83_06377	putative EndonucleaseReverse transcriptase	KAG6623384.1
744	IUM83_06378	Transmembrane protein	KAG6623431.1
745	IUM83_06379	PDZ domain	KAG6623285.1
746	IUM83_06380	hypothetical protein	KAG6623284.1
747	IUM83_06381	flagellar associated protein	KAG6623274.1
748	IUM83_06382	Cilia- and flagella-associated protein 100	KAG6623273.1
749	IUM83_06383	transcription factor iie	KAG6623272.1
750	IUM83_06384	hypothetical protein	KAG6623270.1
751	IUM83_06385	Armadillo-type fold	KAG6623269.1
752	IUM83_06386	hypothetical protein	KAG6623359.1
753	IUM83_06387	putative transmembrane protein	KAG6623268.1
754	IUM83_06388	myb domain protein 4r1	KAG6623226.1
755	IUM83_06389	meiosis expressed gene 1 protein	KAG6623275.1
756	IUM83_06390	Tetratricopeptide TPR1	KAG6623416.1
757	IUM83_06391	Heme oxygenase	KAG6623425.1
758	IUM83_06392	bZIP transcription factor 1	KAG6623417.1
759	IUM83_06393	Nuclear protein export factor	KAG6623418.1
760	IUM83_06394	serrate rna effector molecule	KAG6623414.1
761	IUM83_06395	serrate rna effector molecule	KAG6623405.1
762	IUM83_06396	mitochondrial protein	KAG6623415.1
763	IUM83_06397	ef-hand calcium-binding domain-containing protein 10-like	KAG6623292.1
764	IUM83_06398	Metalloprotease family M76	KAG6623420.1
765	IUM83_06399	Peroxisomal multifunctional enzyme type 2	KAG6623421.1
766	IUM83_06400	hypothetical protein	KAG6623249.1
767	IUM83_06401	putative carbonic anhydrase	KAG6623239.1
768	IUM83_06402	hypothetical protein	KAG6623250.1
769	IUM83_06403	hypothetical protein	KAG6623205.1
770	IUM83_06404	Neprilysin CD10, peptidase	KAG6623207.1
771	IUM83_06405	putative F-box protein	KAG6623252.1
772	IUM83_06406	conserved c2h2 zinc finger protein	KAG6623253.1
773	IUM83_06407	Kinesin-like protein	KAG6623254.1
