"gene_id","protein_id","description","BP_Term","BP_GO_IDs","MF_Term","MF_GO_IDs","CC_Term","CC_GO_IDs","SP..TM","Prediction"
"IUM83_19807","KAG6572683.1","u1 small nuclear ribonucleoprotein c","spliceosomal snRNP assembly; -","GO:0000387; -","-; nucleic acid binding; zinc ion binding","-; GO:0003676; GO:0008270","-; U1 snRNP","-; GO:0005685","No, 0","-"
"IUM83_19805","KAG6572684.1","Dyggve-Melchior-Clausen syndrome protein","-","-","-","-","-","-","No, 0","-"
"IUM83_18728","KAG6572685.1","CAMK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 1","-"
"IUM83_18684","KAG6572686.1","putative serine protease family S33","-","-","hydrolase activity","GO:0016787","-","-","No, 0","-"
"IUM83_18687","KAG6572687.1","putative secreted RxLR effector protein","-","-","-","-","extracellular region","GO:0005576","No, 1","-"
"IUM83_18686","KAG6572688.1","Erythroid differentiation-related factor 1","-","-","-","-","-","-","No, 0","-"
"IUM83_18681","KAG6572689.1","hypothetical protein IUM83_18681","-","-","-","-","membrane","GO:0016020","Yes, 0","-"
"IUM83_18680","KAG6572690.1","Leucine-rich repeat domain, L domain-like","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_18683","KAG6572691.1","putative xylanase","carbohydrate metabolic process; -","GO:0005975; -","-; hydrolase activity, hydrolyzing O-glycosyl compounds","-; GO:0004553","-","-","Yes, 0","-"
"IUM83_18682","KAG6572692.1","putative xylanase","carbohydrate metabolic process; -","GO:0005975; -","-; hydrolase activity, hydrolyzing O-glycosyl compounds","-; GO:0004553","-","-","Yes, 0","-"
"IUM83_18689","KAG6572693.1","KIF-1 binding protein","-","-","-","-","cytoplasm; cytoskeleton","GO:0005737; GO:0005856","No, 0","-"
"IUM83_18688","KAG6572694.1","ARS-binding protein 1","-","-","-","-","-","-","No, 0","-"
"IUM83_18742","KAG6572695.1","CAMK/CDPK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18704","KAG6572696.1","hypothetical protein IUM83_18704","DNA recombination; DNA integration; -","GO:0006310; GO:0015074; -","-; DNA binding","-; GO:0003677","-","-","No, 0","-"
"IUM83_18705","KAG6572697.1","putative secreted RxLR effector protein","DNA recombination; DNA integration; -","GO:0006310; GO:0015074; -","-; DNA binding","-; GO:0003677","-","-","No, 0","-"
"IUM83_18706","KAG6572698.1","KIF-1 binding protein","-","-","-","-","cytoplasm; cytoskeleton","GO:0005737; GO:0005856","No, 0","-"
"IUM83_18707","KAG6572699.1","KIF-1 binding protein","cellular oxidant detoxification; -","GO:0098869; -","-; peroxidase activity","-; GO:0004601","-; cytoplasm; cytoskeleton","-; GO:0005737; GO:0005856","No, 0","-"
"IUM83_18700","KAG6572700.1","2OG-Fe(II) oxygenase superfamily","-","-","oxidoreductase activity; metal ion binding","GO:0016491; GO:0046872","-","-","No, 0","-"
"IUM83_18701","KAG6572701.1","ATP-binding cassette (ABC) Superfamily","-","-","-","-","-","-","No, 0","-"
"IUM83_18708","KAG6572702.1","gibberellin 2-beta-dioxygenase","-","-","oxidoreductase activity; metal ion binding","GO:0016491; GO:0046872","-","-","No, 0","-"
"IUM83_18709","KAG6572703.1","hypothetical protein IUM83_18709","-","-","-","-","-","-","No, 0","-"
"IUM83_18729","KAG6572704.1","CAMK/CDPK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18727","KAG6572705.1","gibberellin 2-beta-dioxygenase","-","-","oxidoreductase activity; metal ion binding","GO:0016491; GO:0046872","-","-","No, 0","-"
"IUM83_18724","KAG6572706.1","gibberellin 2-beta-dioxygenase","-","-","oxidoreductase activity; metal ion binding","GO:0016491; GO:0046872","-","-","No, 0","-"
"IUM83_18725","KAG6572707.1","hypothetical protein IUM83_18725","-","-","-","-","-","-","No, 0","-"
"IUM83_18722","KAG6572708.1","hypothetical protein IUM83_18722","-","-","-","-","-","-","No, 0","-"
"IUM83_18723","KAG6572709.1","KIF-1 binding protein","cellular oxidant detoxification; -","GO:0098869; -","-; peroxidase activity","-; GO:0004601","-; cytoplasm; cytoskeleton","-; GO:0005737; GO:0005856","No, 0","-"
"IUM83_18714","KAG6572710.1","CAMK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18712","KAG6572711.1","putative uracil phosphoribosyltransferase","nucleoside metabolic process; phosphorylation; -","GO:0009116; GO:0016310; -","-; kinase activity; transferase activity; glycosyltransferase activity","-; GO:0016301; GO:0016740; GO:0016757","-","-","No, 0","-"
"IUM83_18738","KAG6572712.1","Pol protein","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_18738","KAG6572713.1","Retrotransposable element","-","-","-","-","-","-","No, 0","-"
"IUM83_18695","KAG6572714.1","RNA recognition motif-containing protein","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_18741","KAG6572715.1","WRKY transcription factor 19","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_18743","KAG6572716.1","CAMK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18674","KAG6572717.1","TKL/DRK protein kinase, variant","translational elongation; -","GO:0006414; -","-; translation elongation factor activity","-; GO:0003746","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_18675","KAG6572718.1","white protein","-","-","-","-","membrane","GO:0016020","No, 8","-"
"IUM83_18676","KAG6572719.1","hypothetical protein IUM83_18676","-","-","-","-","-","-","No, 0","-"
"IUM83_18677","KAG6572720.1","Glutathione peroxidase","response to oxidative stress; -","GO:0006979; -","-; glutathione peroxidase activity","-; GO:0004602","-","-","No, 0","-"
"IUM83_18672","KAG6572721.1","hypothetical protein IUM83_18672","-","-","-","-","-","-","Yes, 0","-"
"IUM83_18673","KAG6572722.1","hypothetical protein IUM83_18673","-","-","-","-","-","-","Yes, 0","-"
"IUM83_18678","KAG6572723.1","Leucine-rich repeat domain, L domain-like","-","-","-","-","membrane","GO:0016020","No, 5","-"
"IUM83_18679","KAG6572724.1","hypothetical protein IUM83_18679","-","-","nucleotide binding; GTPase activity; GTP binding","GO:0000166; GO:0003924; GO:0005525","-","-","No, 0","-"
"IUM83_18685","KAG6572725.1","KIF-1 binding protein","-","-","-","-","cytoplasm; cytoskeleton; membrane","GO:0005737; GO:0005856; GO:0016020","No, 4","-"
"IUM83_18698","KAG6572726.1","hypothetical protein IUM83_18698","-","-","-","-","-","-","No, 0","-"
"IUM83_18699","KAG6572727.1","KIF-1 binding protein","-","-","-","-","cytoplasm; cytoskeleton","GO:0005737; GO:0005856","No, 0","-"
"IUM83_18692","KAG6572728.1","hypothetical protein IUM83_18692","-","-","-","-","-","-","No, 0","-"
"IUM83_18693","KAG6572729.1","Uracil phosphoribosyltransferase","nucleoside metabolic process","GO:0009116","-","-","-","-","No, 0","-"
"IUM83_18690","KAG6572730.1","hypothetical protein IUM83_18690","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_18691","KAG6572731.1","RxLR effector protein","-","-","hydrolase activity","GO:0016787","-","-","No, 0","-"
"IUM83_18696","KAG6572732.1","Vacuolar protein sorting-associated protein 26","intracellular protein transport","GO:0006886","-","-","-","-","No, 0","-"
"IUM83_18697","KAG6572733.1","Phosphatidate cytidylyltransferase","-","-","-","-","-","-","No, 0","-"
"IUM83_18694","KAG6572734.1","Reticulocyte-binding protein 2 a","-","-","-","-","-","-","No, 0","-"
"IUM83_18726","KAG6572735.1","CENPB protein Homeodomainlike","-","-","nucleic acid binding; DNA binding","GO:0003676; GO:0003677","-","-","No, 0","-"
"IUM83_18717","KAG6572736.1","hypothetical protein IUM83_18717","-","-","-","-","-","-","No, 0","-"
"IUM83_18716","KAG6572737.1","WRKY transcription factor 19","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_18715","KAG6572738.1","CAMK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18713","KAG6572739.1","gibberellin 2-beta-dioxygenase","-","-","oxidoreductase activity; metal ion binding","GO:0016491; GO:0046872","-","-","No, 0","-"
"IUM83_18711","KAG6572740.1","Eukaryotic peptide chain release factor GTP-binding subunit","-","-","nucleic acid binding; DNA binding","GO:0003676; GO:0003677","-","-","No, 0","-"
"IUM83_18710","KAG6572741.1","CENPB protein Homeodomainlike","-","-","nucleic acid binding; DNA binding","GO:0003676; GO:0003677","-","-","No, 0","-"
"IUM83_18718","KAG6572742.1","Pol protein","RNA-templated DNA biosynthetic process; DNA integration; -","GO:0006278; GO:0015074; -","-; nucleic acid binding; RNA-directed DNA polymerase activity","-; GO:0003676; GO:0003964","-","-","No, 0","-"
"IUM83_18721","KAG6572743.1","KIF-1 binding protein","-","-","-","-","cytoplasm; cytoskeleton","GO:0005737; GO:0005856","No, 0","-"
"IUM83_18739","KAG6572744.1","Retrovirus Polyprotein","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-","-","No, 0","-"
"IUM83_18731","KAG6572745.1","WRKY transcription factor 19","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_18730","KAG6572746.1","CAMK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18733","KAG6572747.1","hypothetical protein IUM83_18733","-","-","-","-","-","-","No, 0","-"
"IUM83_18734","KAG6572748.1","reverse transcriptase","-","-","-","-","-","-","No, 0","-"
"IUM83_18737","KAG6572749.1","CAMK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18736","KAG6572750.1","gibberellin 2-beta-dioxygenase","-","-","oxidoreductase activity; metal ion binding","GO:0016491; GO:0046872","-","-","No, 0","-"
"IUM83_18667","KAG6572751.1","Digestive organ expansion factor","rRNA processing; -","GO:0006364; -","-; U3 snoRNA binding","-; GO:0034511","-; nucleolus","-; GO:0005730","No, 0","-"
"IUM83_18666","KAG6572752.1","Digestive organ expansion factor","rRNA processing; -","GO:0006364; -","-; U3 snoRNA binding","-; GO:0034511","-; nucleolus","-; GO:0005730","No, 0","-"
"IUM83_18719","KAG6572753.1","ATP-binding cassette (ABC) Superfamily","-","-","-","-","-","-","No, 0","-"
"IUM83_18670","KAG6572754.1","hypothetical protein IUM83_18670","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-","-","No, 0","-"
"IUM83_18671","KAG6572755.1","TKL/DRK protein kinase, variant","translational elongation; -","GO:0006414; -","-; translation elongation factor activity","-; GO:0003746","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_18702","KAG6572756.1","Replication protein A 70 kDa DNA-binding subunit","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_18703","KAG6572757.1","hypothetical protein IUM83_18703","-","-","-","-","-","-","No, 0","-"
"IUM83_18740","KAG6572758.1","CAMK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18732","KAG6572759.1","hypothetical protein IUM83_18732","-","-","-","-","-","-","No, 0","-"
"IUM83_18735","KAG6572760.1","Copia LTR rider","-","-","-","-","-","-","No, 0","-"
"IUM83_18720","KAG6572761.1","Replication protein A 70 kDa DNA-binding subunit","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_18665","KAG6572762.1","GTP-binding protein GEM","-","-","-","-","-","-","No, 0","-"
"IUM83_18669","KAG6572763.1","hypothetical protein IUM83_18669","-","-","-","-","-","-","No, 0","-"
"IUM83_18668","KAG6572764.1","hypothetical protein IUM83_18668","-","-","-","-","-","-","No, 0","-"
"IUM83_15515","KAG6572765.1","Pyruvate dehydrogenase","-","-","protein kinase activity","GO:0004672","-","-","No, 0","-"
"IUM83_15488","KAG6572766.1","haloacid dehalogenase-like hydrolase domain-containing protein 2","dephosphorylation; -","GO:0016311; -","-; phosphatase activity","-; GO:0016791","-","-","No, 0","-"
"IUM83_15552","KAG6572767.1","putative E3 ubiquitin-protein ligase MARCH6 (membrane-associated RING finger protein 6)","-","-","zinc ion binding; -","GO:0008270; -","-; membrane","-; GO:0016020","Yes, 6","Non-effector"
"IUM83_15552","KAG6572768.1","putative E3 ubiquitin-protein ligase MARCH6 (membrane-associated RING finger protein 6)","-","-","zinc ion binding","GO:0008270","-","-","No, 13","-"
"IUM83_15553","KAG6572769.1","Deoxyribodipyrimidine photo-lyase","-","-","zinc ion binding; lyase activity; -","GO:0008270; GO:0016829; -","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_15553","KAG6572770.1","Deoxyribodipyrimidine photo-lyase","-","-","zinc ion binding; lyase activity; -","GO:0008270; GO:0016829; -","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_15550","KAG6572771.1","hypothetical protein IUM83_15550","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-","-","No, 0","-"
"IUM83_15551","KAG6572772.1","Replication protein A 70 kDa DNA-binding subunit","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_15556","KAG6572773.1","hypothetical pdz-domain-containing protein","-","-","-","-","-","-","No, 0","-"
"IUM83_15557","KAG6572774.1","DnaJ subfamily B protein","-","-","-","-","-","-","No, 0","-"
"IUM83_15554","KAG6572775.1","Deoxyribodipyrimidine photo-lyase","-","-","-","-","-","-","No, 0","-"
"IUM83_15555","KAG6572776.1","putative PDZ-domain-containing protein","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_15495","KAG6572777.1","Ubiquitin carboxyl-terminal hydrolase 47","protein deubiquitination; -","GO:0016579; -","-; cysteine-type deubiquitinase activity; protein binding","-; GO:0004843; GO:0005515","-","-","No, 0","-"
"IUM83_15466","KAG6572778.1","putative antibiotic biosynthesis monooxygenase protein","-","-","-","-","-","-","No, 0","-"
"IUM83_15467","KAG6572779.1","ABM domain-containing protein","protein dephosphorylation; -","GO:0006470; -","-; monooxygenase activity; phosphoprotein phosphatase activity; hydrolase activity","-; GO:0004497; GO:0004721; GO:0016787","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_15464","KAG6572780.1","antibiotic biosynthesis monooxygenase","-","-","-","-","-","-","No, 0","-"
"IUM83_15464","KAG6572781.1","antibiotic biosynthesis monooxygenase","-","-","-","-","-","-","No, 0","-"
"IUM83_15460","KAG6572782.1","60S ribosomal protein L23a","translation; -","GO:0006412; -","-; structural constituent of ribosome","-; GO:0003735","-; ribosome","-; GO:0005840","No, 0","-"
"IUM83_15468","KAG6572783.1","ABM domain-containing protein","protein dephosphorylation; -","GO:0006470; -","-; monooxygenase activity; phosphoprotein phosphatase activity; hydrolase activity","-; GO:0004497; GO:0004721; GO:0016787","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_15469","KAG6572784.1","putative antibiotic biosynthesis monooxygenase protein","-","-","-","-","-","-","No, 0","-"
"IUM83_15534","KAG6572785.1","TIR domain-containing protein","-","-","-","-","-","-","No, 0","-"
"IUM83_15535","KAG6572786.1","Aspartyl protease","proteolysis; -","GO:0006508; -","-; aspartic-type endopeptidase activity","-; GO:0004190","-","-","Yes, 1","Non-effector"
"IUM83_15536","KAG6572787.1","putative E3 ubiquitin ligase","-","-","zinc ion binding","GO:0008270","-","-","No, 0","-"
"IUM83_15537","KAG6572788.1","CTP synthase","CTP biosynthetic process; -","GO:0006241; -","-; CTP synthase activity","-; GO:0003883","-","-","No, 0","-"
"IUM83_15530","KAG6572789.1","SPX domain-containing protein 1","cellular response to phosphate starvation","GO:0016036","-","-","-","-","No, 0","-"
"IUM83_15530","KAG6572790.1","SPX domain-containing protein 1","cellular response to phosphate starvation","GO:0016036","-","-","-","-","No, 0","-"
"IUM83_15531","KAG6572791.1","Ankyrin repeat-containing domain","-","-","GTPase activity; GTP binding; transferase activity","GO:0003924; GO:0005525; GO:0016740","-","-","No, 0","-"
"IUM83_15532","KAG6572792.1","Beta-secretase 2","proteolysis; -","GO:0006508; -","-; aspartic-type endopeptidase activity","-; GO:0004190","-","-","Yes, 2","Non-effector"
"IUM83_15533","KAG6572793.1","repeat-containing protein","-","-","-","-","membrane","GO:0016020","No, 1","-"
"IUM83_15538","KAG6572794.1","Ankyrin repeats domain-containing protein","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_15539","KAG6572795.1","Peptidase P60","-","-","-","-","-","-","No, 0","-"
"IUM83_15518","KAG6572796.1","hypothetical protein IUM83_15518","-","-","-","-","-","-","No, 0","-"
"IUM83_15519","KAG6572797.1","BRCT domain","-","-","-","-","-","-","No, 0","-"
"IUM83_15516","KAG6572798.1","hypothetical protein IUM83_15516","-","-","-","-","-","-","No, 0","-"
"IUM83_15512","KAG6572799.1","Transmembrane protein","sphingolipid metabolic process; -","GO:0006665; -","-; transferase activity","-; GO:0016740","-; membrane","-; GO:0016020","No, 6","-"
"IUM83_15513","KAG6572800.1","Calcium/calmodulin-dependent protein Kinase type 1B","phosphorylation; methylation; -","GO:0016310; GO:0032259; -","-; methyltransferase activity; kinase activity; transferase activity","-; GO:0008168; GO:0016301; GO:0016740","-","-","No, 0","-"
"IUM83_15510","KAG6572801.1","putative RING finger protein C2F3.16","-","-","zinc ion binding","GO:0008270","-","-","No, 0","-"
